"Date","Price","Open","High","Low","Vol.","Change %"
"11/07/2018","21.26","21.05","21.46","21.00","73.26M","-1.12%"
"10/07/2018","21.50","21.64","21.85","21.28","142.07M","1.27%"
"09/07/2018","21.23","20.80","21.23","20.53","113.95M","3.11%"
"06/07/2018","20.59","20.33","20.80","20.13","132.98M","-0.10%"
"05/07/2018","20.61","20.92","20.96","19.75","262.15M","-0.53%"
"03/07/2018","20.72","22.12","22.17","20.65","184.24M","-7.25%"
"02/07/2018","22.34","24.00","24.32","21.99","281.40M","-2.27%"
"29/06/2018","22.86","23.56","23.59","22.83","97.39M","-2.01%"
"28/06/2018","23.33","23.24","23.80","23.07","125.97M","1.57%"
"27/06/2018","22.97","23.00","23.39","22.63","125.01M","0.75%"
"26/06/2018","22.80","22.40","22.90","21.72","111.79M","2.70%"
"25/06/2018","22.20","22.01","22.56","21.83","103.97M","-0.18%"
"22/06/2018","22.24","23.44","23.48","22.13","153.99M","-4.01%"
"21/06/2018","23.17","24.13","24.41","23.08","119.51M","-4.06%"
"20/06/2018","24.15","23.87","24.29","23.47","125.75M","2.77%"
"19/06/2018","23.50","24.34","24.67","23.08","191.43M","-4.94%"
"18/06/2018","24.72","23.69","24.92","23.63","181.10M","3.52%"
"15/06/2018","23.88","23.59","24.31","23.42","162.72M","0.13%"
"14/06/2018","23.85","23.18","23.92","23.11","164.72M","3.74%"
"13/06/2018","22.99","23.11","23.15","22.65","142.05M","0.61%"
"12/06/2018","22.85","22.98","23.66","22.53","335.21M","3.21%"
"11/06/2018","22.14","21.50","22.31","21.50","197.75M","4.53%"
"08/06/2018","21.18","21.27","21.63","21.14","123.08M","0.52%"
"07/06/2018","21.07","21.08","22.00","20.91","215.18M","-1.08%"
"06/06/2018","21.30","20.03","21.48","19.83","281.51M","9.74%"
"05/06/2018","19.41","19.85","19.85","19.12","89.93M","-1.87%"
"04/06/2018","19.78","19.62","19.93","19.57","71.97M","1.70%"
"01/06/2018","19.45","19.06","19.46","18.92","81.37M","2.48%"
"31/05/2018","18.98","19.15","19.36","18.86","88.80M","-2.42%"
"30/05/2018","19.45","18.89","19.67","18.77","112.35M","2.80%"
"29/05/2018","18.92","18.57","19.10","18.41","85.00M","1.78%"
"25/05/2018","18.59","18.51","18.64","18.37","58.13M","0.38%"
"24/05/2018","18.52","18.56","18.74","18.33","62.65M","-0.43%"
"23/05/2018","18.60","18.52","18.66","18.27","89.78M","1.47%"
"22/05/2018","18.33","19.18","19.20","18.23","134.19M","-3.37%"
"21/05/2018","18.97","18.76","19.43","18.75","137.74M","2.82%"
"18/05/2018","18.45","18.98","18.98","18.27","108.78M","-2.74%"
"17/05/2018","18.97","19.06","19.28","18.93","66.31M","-0.68%"
"16/05/2018","19.10","18.92","19.25","18.77","85.11M","0.79%"
"15/05/2018","18.95","19.00","19.13","18.70","142.79M","-2.62%"
"14/05/2018","19.46","20.22","20.33","19.44","109.30M","-3.04%"
"11/05/2018","20.07","20.51","20.59","19.94","70.19M","-1.28%"
"10/05/2018","20.33","20.50","20.87","20.27","84.77M","-0.64%"
"09/05/2018","20.46","20.03","20.47","20.00","85.91M","1.64%"
"08/05/2018","20.13","20.05","20.52","19.93","88.95M","-0.25%"
"07/05/2018","20.18","19.83","20.40","19.68","130.17M","2.91%"
"04/05/2018","19.61","18.87","19.79","18.63","128.54M","3.43%"
"03/05/2018","18.96","18.59","19.20","18.35","260.28M","-5.58%"
"02/05/2018","20.08","19.90","20.46","19.85","134.56M","0.45%"
"01/05/2018","19.99","19.57","20.05","19.55","69.38M","2.04%"
"30/04/2018","19.59","19.57","19.92","19.50","63.42M","-0.05%"
"27/04/2018","19.60","19.02","19.63","18.92","65.47M","3.00%"
"26/04/2018","19.03","18.58","19.05","18.43","65.34M","1.71%"
"25/04/2018","18.71","18.90","19.01","18.48","60.20M","-1.01%"
"24/04/2018","18.90","19.00","19.14","18.56","85.28M","0.05%"
"23/04/2018","18.89","19.42","19.44","18.82","73.40M","-2.38%"
"20/04/2018","19.35","19.68","20.00","19.32","84.42M","-3.30%"
"19/04/2018","20.01","19.41","20.07","19.24","91.36M","2.30%"
"18/04/2018","19.56","19.41","20.02","19.21","98.37M","1.98%"
"17/04/2018","19.18","19.26","19.48","18.83","105.00M","-1.18%"
"16/04/2018","19.41","19.93","19.98","19.27","95.08M","-3.05%"
"13/04/2018","20.02","20.24","20.26","19.73","109.91M","2.09%"
"12/04/2018","19.61","20.15","20.26","19.58","114.13M","-2.24%"
"11/04/2018","20.06","20.05","20.60","19.98","112.24M","-1.23%"
"10/04/2018","20.31","19.93","20.47","19.58","165.36M","5.18%"
"09/04/2018","19.31","20.02","20.63","19.28","153.75M","-3.21%"
"06/04/2018","19.95","20.07","20.62","19.70","202.80M","-2.11%"
"05/04/2018","20.38","19.29","20.42","19.21","286.82M","6.53%"
"04/04/2018","19.13","16.85","19.22","16.80","298.45M","7.23%"
"03/04/2018","17.84","17.99","18.22","16.97","282.67M","6.00%"
"02/04/2018","16.83","17.08","17.36","16.31","241.71M","-5.13%"
"29/03/2018","17.74","17.10","18.06","16.55","227.56M","3.20%"
"28/03/2018","17.19","17.64","17.91","16.81","315.02M","-7.63%"
"27/03/2018","18.61","20.27","20.28","18.48","208.08M","-8.23%"
"26/03/2018","20.28","20.49","20.51","19.42","125.63M","0.90%"
"23/03/2018","20.10","20.75","20.77","20.03","99.82M","-2.47%"
"22/03/2018","20.61","20.93","21.25","20.55","74.10M","-2.32%"
"21/03/2018","21.10","20.68","21.50","20.68","89.38M","1.93%"
"20/03/2018","20.70","20.99","21.08","20.58","71.46M","-0.96%"
"19/03/2018","20.90","21.10","21.38","20.64","112.26M","-2.43%"
"16/03/2018","21.42","21.73","21.83","21.27","91.76M","-1.34%"
"15/03/2018","21.71","21.96","22.19","21.41","98.47M","-0.32%"
"14/03/2018","21.78","22.45","22.65","21.60","119.51M","-4.43%"
"13/03/2018","22.79","22.99","23.01","22.42","89.49M","-1.04%"
"12/03/2018","23.03","21.91","23.15","21.77","123.96M","5.59%"
"09/03/2018","21.81","21.61","21.90","21.49","82.60M","-0.59%"
"08/03/2018","21.94","22.19","22.22","21.75","53.49M","-0.95%"
"07/03/2018","22.15","21.70","22.17","21.45","75.11M","1.23%"
"06/03/2018","21.88","22.25","22.42","21.80","64.29M","-1.53%"
"05/03/2018","22.22","22.16","22.52","21.95","57.36M","-0.54%"
"02/03/2018","22.34","21.80","22.35","21.53","76.39M","1.27%"
"01/03/2018","22.06","23.00","23.24","22.00","103.28M","-3.54%"
"28/02/2018","22.87","23.50","23.68","22.81","91.04M","-2.26%"
"27/02/2018","23.40","23.75","24.00","23.33","71.96M","-1.80%"
"26/02/2018","23.83","23.57","23.93","23.49","65.10M","1.53%"
"23/02/2018","23.47","23.19","23.67","23.14","87.26M","1.69%"
"22/02/2018","23.08","22.37","23.16","22.32","104.55M","3.87%"
"21/02/2018","22.22","22.40","22.65","22.21","48.29M","-0.45%"
"20/02/2018","22.32","22.30","22.72","22.10","60.14M","-0.22%"
"16/02/2018","22.37","22.17","22.87","22.11","84.64M","0.45%"
"15/02/2018","22.27","21.63","22.27","21.49","88.69M","3.63%"
"14/02/2018","21.49","21.39","21.74","21.23","59.26M","-0.42%"
"13/02/2018","21.58","21.00","21.61","20.83","68.40M","2.52%"
"12/02/2018","21.05","21.08","21.21","20.42","93.42M","1.74%"
"09/02/2018","20.69","21.33","21.40","19.65","194.01M","-1.57%"
"08/02/2018","21.02","22.89","23.24","20.97","154.72M","-8.61%"
"07/02/2018","23.00","22.60","23.07","22.38","104.54M","3.32%"
"06/02/2018","22.26","21.68","22.41","21.57","76.33M","0.23%"
"05/02/2018","22.21","22.53","22.96","22.20","66.96M","-3.10%"
"02/02/2018","22.92","23.23","23.46","22.70","55.57M","-1.55%"
"01/02/2018","23.28","23.40","23.98","23.24","62.97M","-1.44%"
"31/01/2018","23.62","23.17","23.75","23.01","93.21M","2.47%"
"30/01/2018","23.05","23.01","23.22","22.81","70.77M","-1.07%"
"29/01/2018","23.30","22.66","23.39","22.55","71.21M","1.92%"
"26/01/2018","22.86","22.77","22.93","22.38","68.09M","1.55%"
"25/01/2018","22.51","23.22","23.28","22.43","101.10M","-2.39%"
"24/01/2018","23.06","23.64","23.65","22.90","79.31M","-1.96%"
"23/01/2018","23.52","24.00","24.03","23.40","81.98M","0.34%"
"22/01/2018","23.44","23.29","23.86","23.28","93.16M","0.47%"
"19/01/2018","23.33","23.00","23.37","22.84","73.32M","1.57%"
"18/01/2018","22.97","23.04","23.49","22.92","85.29M","-0.73%"
"17/01/2018","23.14","22.70","23.27","22.65","106.55M","2.07%"
"16/01/2018","22.67","22.50","23.00","22.32","97.11M","1.16%"
"12/01/2018","22.41","22.58","22.69","22.24","72.38M","-0.53%"
"11/01/2018","22.53","22.35","22.99","22.22","99.68M","0.94%"
"10/01/2018","22.32","22.15","22.47","22.00","64.65M","0.31%"
"09/01/2018","22.25","22.34","22.59","21.83","107.20M","-0.80%"
"08/01/2018","22.43","21.07","22.47","21.03","147.89M","6.25%"
"05/01/2018","21.11","21.11","21.15","20.80","68.87M","0.67%"
"04/01/2018","20.97","20.86","21.24","20.38","149.19M","-0.85%"
"03/01/2018","21.15","21.40","21.68","21.04","67.82M","-1.03%"
"02/01/2018","21.37","20.80","21.47","20.73","65.28M","2.94%"
