,ds,yhat,yhat_lower,yhat_upper
2164,1984-12-16,5.02579999827653,3.255395198066773,6.798010242398381
2165,1984-12-17,5.027668131907679,3.3378575658398155,6.840466496177887
2166,1984-12-18,5.008403882679386,3.22162938788489,6.7297237349366865
2167,1984-12-19,5.042224179220942,3.295904207385995,6.768166399180141
2168,1984-12-20,5.019498643744538,3.3599996434532806,6.810446859086543
2169,1984-12-21,4.9566660661742485,3.1483553961862962,6.618990683915321
2170,1984-12-22,4.876254309602178,3.1388215790666125,6.538976934732421
2171,1984-12-23,4.89438955414139,3.270654441240203,6.679268036537837
2172,1984-12-24,4.891054823647585,3.107518779472885,6.606372738332685
2173,1984-12-25,4.864498035620816,2.952905918912242,6.51396828103449
2174,1984-12-26,4.889317704242561,3.165625880740961,6.598972260212134
2175,1984-12-27,4.856303980045842,3.055473296070881,6.580096998848494
2176,1984-12-29,4.690439839675856,2.9026270101701828,6.500273501286437
2177,1984-12-30,4.697189576368574,3.0176308581770557,6.364172956063504
2178,1984-12-31,4.683051100578628,2.949568339923557,6.458847181916172
2179,1985-01-01,4.6467298023871315,2.8403806251635757,6.437402401342846
2180,1985-01-02,4.6632542250729925,2.9669353152804714,6.363512620963559
2181,1985-01-03,4.623805805744498,2.807715046377302,6.4253778117042595
2182,1985-01-04,4.545615387305355,2.8710124281606624,6.321144791306448
2183,1985-01-05,4.451963213474745,2.8257092205005514,6.3022473346788805
2184,1985-01-06,4.4596688457328275,2.5763818459097294,6.135565967147344
2185,1985-01-07,4.449331477312984,2.7663469064091073,6.193255763776437
2186,1985-01-08,4.419721399245105,2.5202151148035883,6.066055455114254
2187,1985-01-09,4.445851232419325,2.799235099182469,6.174991505646118
2188,1985-01-10,4.418805048287731,2.7536858129315833,6.114588388820747
2189,1985-01-11,4.3556364304728765,2.598732339929087,6.1586238001901945
2190,1985-01-12,4.279372196914285,2.4984794946282434,5.984644254533315
2191,1985-01-13,4.306508170242803,2.4645910465019334,6.104033663197313
2192,1985-01-14,4.317257361338306,2.6207778862577116,6.197584590518956
2193,1985-01-15,4.309951153672911,2.4765536703367075,6.017975133953605
2194,1985-01-16,4.35912188114187,2.5508750453369426,6.060779022049201
2195,1985-01-17,4.355344651806302,2.665066452957821,6.073116124467173
2196,1985-01-18,4.315149157067031,2.5595957409460115,5.944270235516014
2197,1985-01-19,4.261037838285898,2.484950562120567,6.056067550587287
2198,1985-01-20,4.3089964248343975,2.6595116739737135,5.965825223340951
2199,1985-01-21,4.338756818394974,2.448648225555731,6.075551792095127
2200,1985-01-22,4.348212514843152,2.7552448865255195,6.170171131334582
2201,1985-01-23,4.411514564645291,2.701140831298951,6.023212050202375
2202,1985-01-24,4.418925547625648,2.685377211201519,6.246872138306942
2203,1985-01-25,4.386741950729646,2.6450887204890288,6.077948500606792
2204,1985-01-26,4.337321005513694,2.52591118335219,6.165197293463779
2205,1985-01-27,4.386597728811599,2.7463043952428077,6.15687312516763
2206,1985-01-28,4.414351923683086,2.6383424334921535,6.215720144716722
2207,1985-01-29,4.418625173827106,2.730712433688098,6.0136271546635385
2208,1985-01-30,4.473815739061665,2.744873870634046,6.2321455445759595
2209,1985-01-31,4.470528802777791,2.6115966026537025,6.233177702775211
2210,1985-02-01,4.425492505196482,2.6090280363362006,6.347687698062312
2211,1985-02-02,4.361575934419438,2.6496985612411392,6.11299393537793
2212,1985-02-03,4.39529500203882,2.656686255702773,6.136395959145538
2213,1985-02-04,4.407066207941317,2.6971744914029676,6.118379796514458
2214,1985-02-05,4.39560863358642,2.7596917783937136,6.123581366894554
2215,1985-02-06,4.436022428758889,2.744312948623397,6.177730769501957
2216,1985-02-07,4.419621642638562,2.7091371259877604,6.194794200031365
2217,1985-02-08,4.363832265497952,2.658856003329333,6.085597005836446
2218,1985-02-09,4.292192107048186,2.5715620147820193,5.9441482611678405
2219,1985-02-10,4.321838902083891,2.638810845153337,6.01897648243979
2220,1985-02-11,4.333747109698564,2.5971074889615617,6.06440894637081
2221,1985-02-12,4.327114192582772,2.6171061397061113,5.990299196014484
2222,1985-02-13,4.3774250623032325,2.681350728813329,6.032076713047406
2223,1985-02-14,4.376272924640642,2.7067141128162038,6.052758477130643
2224,1985-02-15,4.341247726411381,2.5453174747300875,6.065749517036402
2225,1985-02-16,4.295929107516002,2.6266885036900716,6.010576669205424
2226,1985-02-17,4.357370461352239,2.606766430885817,6.123303030892568
2227,1985-02-18,4.406334710935826,2.6861885975024924,6.1654929931690186
2228,1985-02-19,4.441682652553277,2.6507642512476033,6.302282355543119
2229,1985-02-20,4.538442540014579,2.866331560275727,6.185665734790147
2230,1985-02-21,4.587639052282537,2.844269584149933,6.278087120219436
2231,1985-02-22,4.60619267786039,2.7716966318296734,6.354812250406857
